"stud_id","w4priv","w4urban3","w4nright","w4cfree","w4math","w1s502","w4s1081","w4s1082","w4s1083","w4s1084","w4s1085","w4s1086","w4s1134","w4s1135","w4s1136","w4s1144","w4s1145","w4s1146","w4s1151","w4s1152","w4s1153","w4s1154","w4s1155","w4s1156","w4s120","w4s121","w4s122","w4s123","w4s124","w4s125","w4s126","w4s127","w4s1281","w4s1282","w4s1283","w4s1284","w4s1285","w4s1286","w4s1291","w4s1292","w4s1293","w4s1294","w4s1295","w4s1301","w4s1302","w4s1303","w4s1304","w4s1305","w4s1306","w4s409","w4s410","w4s416","w4s417","w4s418","w4pgrm_1","w4pgrm_2","w4pgrm_3","w4pgrm_4","自己的決定","父母","朋友","輔導老師","兄弟姐妹","導師或科任老師","不合理值","工作具挑戰性","有自己的時間","工作穩定、有保障","高收入","能照顧家庭","對社會有貢獻","複選2&(3或5)&(1或4或6)","複選(3或5)&(1或4或6)","複選2&(1或4或6)","w4td01","w4td02","w4td03","w4td04","w4td05","w4td06","w4td07","w4p103","w4faedu","w4fahlth","w4moedu","w4mohlth","male","female","male2","female2","male3","female3","cp09v08_u","cp09v08_ud","cp19v78","cp19v78_k","cp19v66"
8077,0,2,32,12,13,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,2,1,3,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,NA,1,1,2,3,3,4,3,3,3,4,1,0,1,5,9,NA,15
8119,1,3,11,3,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,3,NA,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,5,5,4,1,1,0,1,2,2,3,2,1,4,4,0,0,96,96,96,NA,96
8124,0,1,36,11,22,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,3,3,2,NA,0,5,3,2,2,3,3,4,3,1,1,8,8,96,NA,96
8190,1,1,25,9,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,4,4,2,1,1,1,4,1,3,3,3,3,3,1,0,6,5,99,NA,10
8192,1,2,17,7,9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,NA,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,3,4,2,0,1,4,3,1,3,3,1,3,3,1,0,8,3,99,NA,9
8262,0,2,44,15,26,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,3,2,1,1,6,4,4,3,3,3,5,5,0,0,96,96,99,NA,7
8411,0,2,38,12,24,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3,NA,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,3,3,1,NA,1,2,4,3,3,3,2,5,5,1,1,96,96,96,NA,96
8425,0,1,42,15,25,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,3,1,1,5,2,6,3,3,2,1,5,0,0,3,5,96,NA,96
8447,0,2,27,11,18,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,5,5,NA,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,4,3,2,1,1,2,4,2,4,3,1,3,3,1,1,6,3,96,NA,96
8471,1,1,21,9,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,3,2,1,1,3,4,1,4,3,1,3,3,1,0,1,5,99,NA,9
8536,1,1,24,9,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,2,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,NA,2,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,3,5,4,2,1,1,1,2,1,3,1,2,3,3,0,1,9,4,99,NA,6
8539,0,2,33,9,24,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,NA,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,3,5,1,1,1,2,2,2,2,1,1,1,3,0,0,6,3,96,NA,96
8573,0,2,22,8,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,4,4,NA,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,4,5,3,2,1,1,4,4,2,4,2,3,1,1,0,0,6,6,99,NA,8
8650,0,1,34,12,23,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,1,1,1,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,2,1,1,1,2,2,3,2,1,NA,NA,1,1,96,96,96,NA,96
8715,0,2,39,13,24,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,NA,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,4,3,5,3,2,1,1,1,4,1,4,2,3,5,5,1,1,2,8,96,NA,96
8723,0,1,9,2,4,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,3,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,NA,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,1,NA,1,4,3,3,4,3,3,6,6,1,1,96,96,99,NA,12
8879,1,1,34,11,22,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,2,2,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,5,4,1,0,1,2,4,1,4,3,3,4,4,1,1,6,4,96,NA,96
9029,1,1,38,14,22,1,0,1,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,2,5,2,1,1,1,2,3,2,4,3,2,3,3,0,1,96,96,96,NA,96
9141,0,1,38,15,17,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,3,2,0,1,2,3,2,3,3,3,5,5,1,1,6,8,99,NA,7
9159,0,1,39,13,24,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,1,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,3,3,NA,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,3,4,1,0,1,5,4,5,4,1,2,1,4,0,0,8,2,99,NA,21
9175,0,1,36,13,22,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,3,2,2,1,1,3,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5,5,NA,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,3,1,1,1,6,3,5,3,3,3,6,5,1,1,96,96,96,NA,96
9388,0,1,39,12,25,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,4,3,2,1,1,5,4,5,3,3,3,4,1,1,0,6,6,99,NA,8
9493,0,1,NA,NA,NA,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,4,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,5,NA,5,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,3,3,2,0,1,5,3,2,4,4,3,6,6,0,0,7,8,99,NA,97
9681,0,1,43,16,27,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,NA,NA,NA,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,4,4,2,1,1,1,3,2,3,2,2,6,6,1,0,96,96,99,NA,8
9741,0,1,34,12,25,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,3,4,3,0,1,4,3,2,3,1,1,3,3,1,1,11,2,99,NA,99
9756,1,1,27,10,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,NA,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,4,4,4,3,0,1,2,4,1,3,3,3,3,3,0,0,96,96,96,NA,96
9846,0,1,33,9,20,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4,4,NA,4,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,5,4,2,0,1,4,4,2,4,4,4,4,4,0,0,96,96,99,NA,17
9855,0,2,31,8,17,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,3,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,NA,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,3,3,NA,NA,1,4,3,3,3,4,4,3,3,0,0,99,99,99,NA,6
9875,0,2,31,8,21,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,NA,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,2,1,1,1,3,4,3,3,3,3,5,1,0,9,5,96,NA,96
9903,0,2,38,14,21,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,5,4,2,1,1,1,2,1,3,1,1,3,3,0,1,99,99,99,NA,1
9966,0,3,25,12,14,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,3,3,3,1,1,1,3,1,2,1,NA,NA,3,0,0,8,7,97,NA,97
10146,1,1,35,11,19,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,NA,NA,NA,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,4,3,2,0,1,2,3,4,3,3,3,NA,NA,1,0,96,96,99,NA,7
10158,1,2,22,8,12,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,3,3,2,0,1,2,3,2,4,2,2,6,1,1,0,6,1,96,NA,96
10162,1,2,35,12,21,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,2,1,4,3,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,5,5,NA,5,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,3,4,0,1,1,3,2,2,3,2,6,5,0,0,8,8,96,NA,96
10494,0,2,37,11,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,5,4,2,1,1,2,4,1,4,3,3,1,NA,0,0,8,3,96,NA,96
10548,0,1,45,16,25,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,4,2,0,1,5,3,5,2,2,2,4,4,1,1,9,5,96,NA,96
10567,0,1,25,7,18,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,5,5,NA,5,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,4,5,5,4,2,1,1,2,3,6,3,3,4,5,5,1,1,1,5,96,NA,96
10583,0,2,27,10,15,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,3,3,2,1,0,3,4,4,2,1,2,6,5,1,0,6,7,99,NA,98
10724,0,1,47,18,27,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,4,4,2,1,1,4,3,4,3,2,2,6,5,1,1,96,96,96,NA,96
10788,1,2,33,11,23,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,1,1,1,3,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,5,5,2,1,1,6,4,6,4,2,2,6,6,0,0,96,96,96,NA,96
11016,0,1,32,14,21,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,NA,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,5,3,1,1,0,6,3,5,4,1,1,1,1,0,1,6,3,99,NA,9
11202,0,1,33,10,20,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,3,3,2,1,1,3,4,1,4,3,3,6,6,1,1,96,96,96,NA,96
11219,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3,3,NA,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,4,5,1,0,1,3,4,1,4,2,1,NA,NA,0,0,8,3,99,NA,7
11250,0,2,40,13,22,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,5,NA,5,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,4,5,4,2,1,1,1,3,1,4,1,1,6,6,0,0,8,3,96,NA,96
11369,0,1,46,15,25,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,4,3,2,1,1,4,3,4,3,3,2,5,1,0,0,3,3,99,NA,8
11434,0,1,40,15,24,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,5,4,4,NA,1,1,2,4,2,4,4,1,5,5,0,0,8,3,99,NA,6
11447,1,1,31,12,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,3,3,2,0,1,1,3,2,3,3,3,NA,NA,1,1,1,4,8,NA,8
11506,1,1,17,6,10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,2,1,1,1,4,1,4,2,1,3,3,1,0,6,3,99,NA,7
11518,0,2,26,5,18,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,NA,4,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,3,3,2,NA,1,2,3,1,4,1,1,NA,5,0,0,6,3,96,NA,96
11532,0,1,24,9,18,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,4,4,2,1,1,1,4,1,4,3,2,5,5,1,1,6,2,99,NA,99
11543,0,1,39,16,25,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,4,4,NA,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,5,5,4,2,1,1,4,4,4,4,1,4,1,5,0,1,96,96,96,NA,96
11605,1,1,39,13,24,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,3,2,0,1,1,4,2,4,1,1,4,1,0,0,96,96,96,NA,96
11698,1,2,16,6,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,4,3,2,0,1,1,4,1,4,1,1,1,1,0,0,1,1,96,NA,96
11857,0,2,26,13,15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,NA,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,4,4,4,1,NA,1,2,4,2,4,2,1,5,5,1,1,96,96,96,NA,96
