"stud_id","w4priv","w4urban3","w4nright","w4cfree","w4math","w1s502","w4s1081","w4s1082","w4s1083","w4s1084","w4s1085","w4s1086","w4s1134","w4s1135","w4s1136","w4s1144","w4s1145","w4s1146","w4s1151","w4s1152","w4s1153","w4s1154","w4s1155","w4s1156","w4s120","w4s121","w4s122","w4s123","w4s124","w4s125","w4s126","w4s127","w4s1281","w4s1282","w4s1283","w4s1284","w4s1285","w4s1286","w4s1291","w4s1292","w4s1293","w4s1294","w4s1295","w4s1301","w4s1302","w4s1303","w4s1304","w4s1305","w4s1306","w4s409","w4s410","w4s416","w4s417","w4s418","w4pgrm_1","w4pgrm_2","w4pgrm_3","w4pgrm_4","自己的決定","父母","朋友","輔導老師","兄弟姐妹","導師或科任老師","不合理值","工作具挑戰性","有自己的時間","工作穩定、有保障","高收入","能照顧家庭","對社會有貢獻","複選2&(3或5)&(1或4或6)","複選(3或5)&(1或4或6)","複選2&(1或4或6)","w4td01","w4td02","w4td03","w4td04","w4td05","w4td06","w4td07","w4p103","w4faedu","w4fahlth","w4moedu","w4mohlth","male","female","male2","female2","male3","female3","cp09v08_u","cp09v08_ud","cp19v78","cp19v78_k","cp19v66"
15273,0,1,26,6,18,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,3,4,3,0,1,4,4,4,4,2,2,6,6,1,1,6,3,96,NA,96
15375,1,1,20,9,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,5,3,2,1,1,4,3,2,4,3,3,4,3,0,0,9,4,99,NA,7
15399,0,1,30,11,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,5,5,4,2,1,1,3,2,1,4,3,3,5,5,1,1,96,96,96,NA,96
15451,0,3,24,9,11,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,4,3,2,1,1,4,3,2,3,3,3,6,5,0,0,96,96,99,NA,7
15512,0,2,18,6,11,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,5,5,NA,5,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,2,1,1,1,4,2,4,1,1,6,6,0,0,1,4,10,NA,10
15708,0,1,22,8,14,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,3,2,0,0,4,3,4,3,3,2,3,3,0,0,9,4,99,NA,7
15848,0,1,31,12,19,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,5,NA,5,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,2,4,2,0,1,1,4,4,3,2,2,5,5,0,0,6,4,99,NA,97
15861,0,1,39,13,25,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,4,4,4,1,0,1,1,4,1,4,3,3,6,6,0,0,99,99,99,NA,7
15868,0,1,38,15,25,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,2,1,1,5,3,5,3,4,4,5,5,0,1,1,5,10,NA,10
15884,1,2,32,10,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,5,3,2,1,1,4,4,2,4,1,2,1,4,0,0,96,96,96,NA,96
16015,0,2,36,12,24,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,4,3,2,0,1,1,3,2,4,2,2,3,3,0,0,96,96,96,NA,96
16131,0,3,17,5,11,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4,4,NA,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,2,1,1,3,3,2,4,3,3,3,3,0,1,6,8,96,NA,96
16332,0,1,46,17,26,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,5,NA,5,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,4,4,2,1,1,2,4,3,4,3,1,6,6,0,1,99,99,96,NA,96
16381,0,1,51,19,30,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,4,4,2,0,1,5,4,5,4,1,2,6,6,0,0,6,7,96,NA,96
16417,0,2,30,11,20,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,5,NA,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,5,5,2,1,1,2,4,2,3,2,2,4,4,1,1,99,99,96,NA,96
16635,0,1,26,8,13,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,4,1,4,0,1,1,3,1,3,2,2,3,3,0,0,6,2,96,NA,96
16838,0,1,21,7,13,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,NA,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,4,4,0,1,1,3,3,4,1,1,NA,5,1,1,96,96,96,NA,96
16918,0,2,30,8,17,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,4,NA,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,4,3,2,1,1,6,4,6,4,2,2,5,5,0,0,5,8,96,NA,96
16963,0,1,44,16,25,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,4,3,2,0,1,2,3,1,3,3,3,6,1,1,0,3,4,99,NA,6
17022,1,2,19,6,15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,5,5,5,1,1,1,1,4,1,4,1,1,NA,NA,1,1,96,96,96,NA,96
17091,0,2,30,9,20,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,3,3,2,1,1,2,3,3,3,3,3,5,3,1,0,96,96,96,NA,96
17105,0,2,36,14,22,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,4,3,2,1,1,2,4,2,4,3,3,5,4,1,1,9,8,99,NA,16
17293,1,1,38,16,21,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,4,2,0,1,2,4,2,4,3,3,5,5,1,1,8,2,99,NA,10
17401,0,1,42,14,25,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,4,NA,4,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,4,2,1,1,4,4,4,3,3,1,5,1,0,0,6,5,96,NA,96
17437,0,1,36,12,21,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,3,4,2,0,1,5,3,5,4,4,3,6,6,1,1,96,96,96,NA,96
17488,1,2,16,8,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,3,2,1,4,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,NA,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,3,4,4,1,1,1,1,4,1,4,3,3,3,3,0,0,96,96,99,NA,21
17604,0,1,40,15,21,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,3,NA,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,2,1,0,1,3,1,3,3,3,4,1,1,0,6,2,96,NA,96
17711,0,2,28,10,17,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,2,NA,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,4,4,2,0,1,1,4,1,3,1,2,3,1,0,1,1,2,96,NA,96
17791,1,2,23,11,13,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,NA,2,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,5,5,2,4,0,1,2,3,1,3,3,3,3,3,1,0,6,4,96,NA,96
17915,1,1,15,5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,4,NA,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,2,3,0,1,3,3,3,3,2,1,3,3,1,0,9,5,99,NA,8
17928,0,2,31,10,19,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,2,2,3,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,NA,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,2,2,3,3,1,1,5,4,4,4,2,1,3,5,1,0,96,96,96,NA,96
18009,0,1,44,14,26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,3,4,3,1,1,4,4,2,3,3,2,6,6,1,0,6,4,99,NA,8
18011,0,2,33,11,24,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5,2,4,2,1,1,1,3,1,3,2,4,5,6,1,1,9,8,96,NA,96
18082,1,1,34,12,22,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,1,1,1,2,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,4,NA,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,3,3,2,1,1,4,4,4,4,2,2,5,5,1,1,6,3,96,NA,96
18173,0,1,44,17,24,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,4,1,1,1,2,3,3,3,2,1,5,6,1,0,6,2,97,NA,16
18279,1,1,21,8,12,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,2,2,2,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,5,4,2,1,1,3,3,2,3,1,2,5,6,1,1,1,2,96,NA,96
18299,0,2,27,13,16,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,5,5,NA,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,3,5,4,1,1,1,1,3,1,3,2,3,5,4,1,0,12,2,99,NA,5
18447,1,2,41,15,24,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,4,NA,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,4,4,4,3,1,1,5,4,4,4,2,3,5,1,0,0,8,8,96,NA,96
18463,0,1,40,17,23,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,2,1,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,NA,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,4,4,2,0,1,3,4,3,4,2,2,4,4,0,0,6,4,96,NA,96
18520,1,3,12,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,3,4,4,2,1,0,2,4,2,3,3,3,2,4,0,1,6,3,99,NA,98
18541,0,1,35,11,24,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,2,1,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,4,4,2,1,1,4,4,4,4,3,3,1,4,0,1,6,7,96,NA,96
18571,0,1,44,14,23,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,4,NA,4,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,5,4,4,2,1,1,6,3,5,3,1,3,5,NA,1,0,1,4,96,NA,7
18679,1,1,13,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4,4,4,NA,NA,1,5,3,5,4,1,1,5,5,0,0,6,3,96,NA,96
18739,0,3,31,14,16,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,3,NA,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,5,3,2,0,1,2,3,1,3,3,3,4,4,0,0,99,99,99,NA,14
18786,1,2,23,7,14,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,2,NA,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,4,4,2,1,1,1,4,2,4,3,3,3,3,0,0,4,3,96,NA,96
18828,1,1,25,9,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4,NA,4,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,4,4,1,NA,1,4,3,2,3,3,2,3,3,1,0,96,96,96,NA,96
19024,0,1,38,16,22,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,5,4,4,2,0,1,3,4,4,4,4,1,6,6,1,1,1,5,99,NA,8
19073,0,1,31,10,18,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,2,2,4,0,1,4,3,2,4,2,1,3,4,1,0,6,8,99,NA,17
19273,0,1,44,14,25,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,2,0,1,5,3,2,3,1,1,5,1,1,1,9,8,99,NA,8
19274,0,1,25,14,15,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3,3,NA,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,4,4,5,2,1,1,3,3,3,4,1,3,NA,5,1,1,3,3,99,NA,7
19334,0,1,32,9,22,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,1,1,2,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,4,4,2,NA,1,2,3,2,4,3,3,5,5,0,1,6,3,96,NA,96
19404,0,1,38,10,21,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,1,2,2,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,NA,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,4,4,5,2,1,1,5,3,5,4,3,3,5,5,0,0,96,96,99,NA,9
19549,1,1,10,6,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,NA,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,0,1,1,3,1,3,1,1,2,2,1,1,1,6,99,NA,8
19590,0,1,45,16,27,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,5,5,3,1,1,5,4,5,4,3,4,4,5,0,0,8,97,96,NA,96
19613,0,2,40,17,26,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,NA,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,2,3,1,0,1,1,4,2,4,3,3,4,5,1,1,1,3,99,NA,8
19703,1,1,24,8,11,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,5,NA,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,4,3,2,1,1,1,2,2,2,1,3,1,1,1,0,6,8,96,NA,96
